truck_id,fleet_id,unit_number,make,model,year,plate,vin_stub,mpg,fuel_cost_per_gallon,driver_pay_per_mile,maintenance_cost_per_mile,fixed_cost_per_month,estimated_fuel_cost_per_mile,estimated_total_cost_per_mile,odometer_miles,avg_daily_miles,status,created_at
T0626,1112,1112-626,International,LT,2013,OK-939M19,TRAVECTIO00626VIN,6.13,4.26,0.87,0.18,2461.77,0.695,1.991,378021,239,standby,2025-09-11
T0627,1050,1050-627,International,LT,2011,MI-778E40,TRAVECTIO00627VIN,7.46,4.15,0.69,0.16,1813.69,0.556,1.587,272041,306,active,2025-09-11
T0628,1065,1065-628,Kenworth,T680,2024,VA-920M99,TRAVECTIO00628VIN,5.89,3.86,0.55,0.28,1904.52,0.655,1.675,600304,309,active,2025-09-11
T0629,1112,1112-629,Kenworth,T680,2018,MS-339C35,TRAVECTIO00629VIN,7.02,4.15,0.65,0.23,2676.43,0.591,1.739,384251,259,active,2025-09-11
T0630,1073,1073-630,International,LT,2012,SC-208F67,TRAVECTIO00630VIN,7.38,4.45,0.61,0.21,3235.16,0.603,1.747,400823,450,shop,2025-09-11
T0631,1011,1011-631,Kenworth,T680,2017,NC-648L36,TRAVECTIO00631VIN,5.62,3.56,0.76,0.15,1889.65,0.633,1.732,529086,472,shop,2025-09-11
T0632,1115,1115-632,Kenworth,T680,2018,MS-972D21,TRAVECTIO00632VIN,7.28,4.57,0.6,0.25,2366.33,0.628,1.715,377381,461,active,2025-09-11
T0633,1073,1073-633,Mack,Anthem,2015,NM-821W87,TRAVECTIO00633VIN,8.06,4.16,0.64,0.25,1601.54,0.516,1.566,429705,387,active,2025-09-11
T0634,1043,1043-634,Peterbilt,579,2024,NY-435E21,TRAVECTIO00634VIN,7.41,4.24,0.72,0.16,2311.52,0.572,1.683,552947,429,active,2025-09-11
T0635,1012,1012-635,Kenworth,T680,2017,MO-150V48,TRAVECTIO00635VIN,6.59,4.38,0.65,0.14,2148.39,0.665,1.67,332551,355,active,2025-09-11
T0636,1094,1094-636,Peterbilt,579,2011,OH-975O81,TRAVECTIO00636VIN,7.79,3.72,0.67,0.17,2275.39,0.478,1.546,268795,360,standby,2025-09-11
T0637,1073,1073-637,Peterbilt,579,2012,IN-204Z27,TRAVECTIO00637VIN,6.65,4.19,0.61,0.23,2289.31,0.63,1.699,475236,397,active,2025-09-11
T0638,1063,1063-638,Freightliner,Cascadia,2011,NM-899H26,TRAVECTIO00638VIN,6.79,3.82,0.81,0.09,2287.12,0.563,1.692,385348,357,active,2025-09-11
T0639,1112,1112-639,Volvo,VNL,2016,CO-745U20,TRAVECTIO00639VIN,7.0,4.42,0.69,0.15,1891.3,0.631,1.66,353816,348,standby,2025-09-11
T0640,1093,1093-640,International,LT,2015,MA-932C12,TRAVECTIO00640VIN,7.42,3.63,0.55,0.15,2371.13,0.489,1.426,410461,530,active,2025-09-11
T0641,1017,1017-641,Peterbilt,579,2021,IN-928E21,TRAVECTIO00641VIN,6.58,3.23,0.75,0.21,1400.44,0.491,1.591,495054,395,active,2025-09-11
T0642,1038,1038-642,Freightliner,Cascadia,2011,IN-151F83,TRAVECTIO00642VIN,7.73,3.81,0.55,0.13,2557.96,0.493,1.429,233155,355,shop,2025-09-11
T0643,1033,1033-643,Mack,Anthem,2017,IL-130M97,TRAVECTIO00643VIN,6.76,4.04,0.64,0.17,2224.75,0.598,1.63,270306,502,shop,2025-09-11
T0644,1088,1088-644,Peterbilt,579,2016,TX-291I45,TRAVECTIO00644VIN,6.56,3.83,0.6,0.12,2835.58,0.584,1.588,318453,373,shop,2025-09-11
T0645,1002,1002-645,Peterbilt,579,2011,IA-734T41,TRAVECTIO00645VIN,7.15,4.26,0.48,0.21,3228.8,0.596,1.609,383144,327,active,2025-09-11
T0646,1069,1069-646,Volvo,VNL,2017,NJ-663P17,TRAVECTIO00646VIN,6.3,3.68,0.85,0.18,2873.81,0.584,1.901,612121,243,active,2025-09-11
T0647,1091,1091-647,Kenworth,T680,2017,SC-529G92,TRAVECTIO00647VIN,5.74,3.24,0.77,0.19,1920.23,0.564,1.716,467921,253,standby,2025-09-11
T0648,1107,1107-648,Peterbilt,579,2021,UT-656Z12,TRAVECTIO00648VIN,7.44,4.08,0.52,0.2,2493.22,0.548,1.517,307468,344,shop,2025-09-11
T0649,1043,1043-649,Mack,Anthem,2016,IL-657Z72,TRAVECTIO00649VIN,7.23,4.03,0.75,0.1,1859.38,0.557,1.593,588032,361,active,2025-09-11
T0650,1099,1099-650,International,LT,2019,VA-497I33,TRAVECTIO00650VIN,7.69,3.82,0.66,0.22,1990.57,0.497,1.576,364868,438,active,2025-09-11
T0651,1011,1011-651,Kenworth,T680,2020,LA-130Z45,TRAVECTIO00651VIN,6.49,3.31,0.61,0.18,1971.87,0.51,1.497,307151,463,active,2025-09-11
T0652,1104,1104-652,Volvo,VNL,2019,PA-885S39,TRAVECTIO00652VIN,6.73,3.94,0.87,0.18,2462.36,0.585,1.881,357455,220,active,2025-09-11
T0653,1012,1012-653,Freightliner,Cascadia,2014,CO-346I78,TRAVECTIO00653VIN,6.25,3.78,0.71,0.21,2242.82,0.605,1.749,376442,374,active,2025-09-11
T0654,1050,1050-654,Peterbilt,579,2020,NY-916M55,TRAVECTIO00654VIN,7.75,4.12,0.68,0.15,2175.98,0.532,1.58,347926,331,active,2025-09-11
T0655,1094,1094-655,Peterbilt,579,2014,MN-425Z99,TRAVECTIO00655VIN,7.4,3.92,0.96,0.2,1660.09,0.53,1.856,281166,340,active,2025-09-11
T0656,1017,1017-656,International,LT,2011,AZ-817L82,TRAVECTIO00656VIN,6.89,4.6,0.87,0.25,1756.76,0.668,1.964,374561,355,standby,2025-09-11
T0657,1033,1033-657,Peterbilt,579,2020,TX-956Z73,TRAVECTIO00657VIN,5.97,3.93,0.83,0.23,2185.36,0.658,1.937,360228,202,standby,2025-09-11
T0658,1086,1086-658,Kenworth,T680,2013,IL-138C17,TRAVECTIO00658VIN,6.78,4.1,0.71,0.19,2299.77,0.605,1.735,631853,414,active,2025-09-11
T0659,1086,1086-659,International,LT,2014,FL-639P10,TRAVECTIO00659VIN,6.5,3.82,0.95,0.17,2132.06,0.588,1.921,447624,336,active,2025-09-11
T0660,1074,1074-660,International,LT,2014,UT-233K32,TRAVECTIO00660VIN,7.68,4.69,0.76,0.18,2380.25,0.611,1.789,163883,447,active,2025-09-11
T0661,1081,1081-661,Freightliner,Cascadia,2011,SC-700W28,TRAVECTIO00661VIN,6.91,4.15,0.7,0.16,1915.42,0.601,1.653,572594,345,active,2025-09-11
T0662,1065,1065-662,International,LT,2024,PA-174L94,TRAVECTIO00662VIN,8.47,4.15,0.73,0.15,1689.73,0.49,1.539,186674,523,shop,2025-09-11
T0663,1033,1033-663,International,LT,2012,VA-409K27,TRAVECTIO00663VIN,7.36,4.19,0.58,0.16,2266.16,0.569,1.536,551013,285,active,2025-09-11
T0664,1043,1043-664,Mack,Anthem,2017,UT-754P93,TRAVECTIO00664VIN,4.77,3.92,0.77,0.22,2143.3,0.822,2.026,526512,403,active,2025-09-11
T0665,1024,1024-665,Peterbilt,579,2022,WI-810T55,TRAVECTIO00665VIN,7.76,3.47,0.83,0.12,2401.83,0.447,1.637,269655,312,active,2025-09-11
T0666,1112,1112-666,Mack,Anthem,2020,NM-279M49,TRAVECTIO00666VIN,6.27,4.26,0.65,0.15,1954.18,0.679,1.674,584235,381,active,2025-09-11
T0667,1069,1069-667,Peterbilt,579,2013,CA-101W83,TRAVECTIO00667VIN,6.66,3.96,0.66,0.25,2716.82,0.595,1.777,475259,365,shop,2025-09-11
T0668,1050,1050-668,International,LT,2011,TN-716K88,TRAVECTIO00668VIN,8.8,3.63,0.6,0.23,2058.53,0.412,1.448,652702,530,active,2025-09-11
T0669,1053,1053-669,Mack,Anthem,2020,NC-608E52,TRAVECTIO00669VIN,7.78,3.93,0.55,0.28,2053.9,0.505,1.54,506277,335,active,2025-09-11
T0670,1115,1115-670,Peterbilt,579,2016,VA-271U21,TRAVECTIO00670VIN,7.86,3.66,0.73,0.21,2362.65,0.466,1.642,442371,249,active,2025-09-11
T0671,1017,1017-671,Volvo,VNL,2011,MS-314H98,TRAVECTIO00671VIN,6.86,4.37,0.84,0.13,2188.31,0.637,1.826,446848,323,active,2025-09-11
T0672,1069,1069-672,Kenworth,T680,2015,UT-210X10,TRAVECTIO00672VIN,7.4,4.01,0.88,0.21,2476.03,0.542,1.88,482774,290,active,2025-09-11
T0673,1059,1059-673,Volvo,VNL,2018,CA-529F62,TRAVECTIO00673VIN,6.8,3.81,0.71,0.13,2062.37,0.56,1.606,215119,319,shop,2025-09-11
T0674,1070,1070-674,Volvo,VNL,2016,WI-484D71,TRAVECTIO00674VIN,6.95,3.53,0.98,0.23,2206.27,0.508,1.939,647224,415,standby,2025-09-11
T0675,1001,1001-675,Mack,Anthem,2023,CO-330F67,TRAVECTIO00675VIN,7.73,3.75,0.42,0.24,1942.26,0.485,1.339,634838,330,active,2025-09-11
T0676,1107,1107-676,Freightliner,Cascadia,2015,FL-426I23,TRAVECTIO00676VIN,6.6,3.74,0.88,0.09,2353.06,0.567,1.772,499132,355,active,2025-09-11
T0677,1114,1114-677,Kenworth,T680,2013,NJ-484F19,TRAVECTIO00677VIN,6.89,4.16,0.74,0.17,2124.72,0.604,1.726,566437,417,standby,2025-09-11
T0678,1069,1069-678,Freightliner,Cascadia,2016,IA-728P13,TRAVECTIO00678VIN,6.98,3.56,0.86,0.18,2048.57,0.51,1.755,529143,538,shop,2025-09-11
T0679,1081,1081-679,Mack,Anthem,2013,IA-544F16,TRAVECTIO00679VIN,7.63,4.03,0.44,0.17,1995.6,0.528,1.338,410878,415,active,2025-09-11
T0680,1113,1113-680,Kenworth,T680,2014,TX-519W80,TRAVECTIO00680VIN,6.68,3.89,0.64,0.2,1488.24,0.582,1.571,655908,371,standby,2025-09-11
T0681,1084,1084-681,Kenworth,T680,2021,AR-404H22,TRAVECTIO00681VIN,7.06,4.33,0.79,0.14,1875.64,0.613,1.731,553778,393,active,2025-09-11
T0682,1017,1017-682,Volvo,VNL,2020,WI-960P29,TRAVECTIO00682VIN,7.04,3.73,1.0,0.13,2482.81,0.53,1.908,409228,400,active,2025-09-11
T0683,1069,1069-683,Kenworth,T680,2011,MI-189J94,TRAVECTIO00683VIN,7.43,3.8,0.91,0.22,1066.79,0.511,1.748,240846,325,standby,2025-09-11
T0684,1070,1070-684,Volvo,VNL,2014,NC-126G31,TRAVECTIO00684VIN,8.05,4.51,0.73,0.18,2575.46,0.56,1.728,434288,481,active,2025-09-11
T0685,1051,1051-685,Freightliner,Cascadia,2018,NY-218J60,TRAVECTIO00685VIN,6.1,3.72,0.74,0.25,2604.11,0.61,1.86,369418,375,shop,2025-09-11
T0686,1088,1088-686,Volvo,VNL,2021,MS-193U79,TRAVECTIO00686VIN,6.06,4.0,0.69,0.11,1608.58,0.66,1.621,533270,444,shop,2025-09-11
T0687,1114,1114-687,Peterbilt,579,2016,NJ-490L33,TRAVECTIO00687VIN,5.42,4.47,0.76,0.15,3198.97,0.825,2.055,788919,261,shop,2025-09-11
T0688,1113,1113-688,Freightliner,Cascadia,2015,IN-576I38,TRAVECTIO00688VIN,6.82,4.06,0.79,0.16,2738.06,0.595,1.819,335857,349,active,2025-09-11
T0689,1053,1053-689,International,LT,2011,SC-870W95,TRAVECTIO00689VIN,5.99,4.02,0.57,0.24,1974.32,0.671,1.678,390279,265,active,2025-09-11
T0690,1011,1011-690,Freightliner,Cascadia,2021,PA-927R62,TRAVECTIO00690VIN,6.67,4.02,0.79,0.13,1501.41,0.603,1.673,655323,427,standby,2025-09-11
T0691,1118,1118-691,Peterbilt,579,2019,GA-960M76,TRAVECTIO00691VIN,6.48,3.74,0.82,0.18,2158.01,0.577,1.793,423940,385,shop,2025-09-11
T0692,1103,1103-692,International,LT,2021,NY-586S40,TRAVECTIO00692VIN,6.32,3.88,0.87,0.19,1365.68,0.614,1.811,357185,550,shop,2025-09-11
T0693,1012,1012-693,Kenworth,T680,2012,OH-974W14,TRAVECTIO00693VIN,6.87,3.64,0.8,0.2,2542.69,0.53,1.784,398909,420,standby,2025-09-11
T0694,1113,1113-694,International,LT,2019,UT-685V89,TRAVECTIO00694VIN,6.59,4.19,0.7,0.27,1438.02,0.636,1.75,357951,325,active,2025-09-11
T0695,1106,1106-695,Freightliner,Cascadia,2023,IN-277F37,TRAVECTIO00695VIN,6.44,3.57,0.72,0.19,1316.69,0.554,1.596,443699,366,active,2025-09-11
T0696,1062,1062-696,Peterbilt,579,2011,MI-180V65,TRAVECTIO00696VIN,6.83,4.36,0.68,0.17,2123.82,0.638,1.7,519521,507,active,2025-09-11
T0697,1069,1069-697,Mack,Anthem,2013,NM-709I50,TRAVECTIO00697VIN,6.3,4.03,0.63,0.18,2335.34,0.64,1.684,274119,220,active,2025-09-11
T0698,1050,1050-698,Freightliner,Cascadia,2017,WI-506R51,TRAVECTIO00698VIN,7.09,3.87,0.75,0.13,2280.91,0.546,1.654,444569,269,active,2025-09-11
T0699,1006,1006-699,International,LT,2018,MA-994A99,TRAVECTIO00699VIN,7.91,3.53,0.62,0.21,2121.69,0.446,1.488,410228,333,standby,2025-09-11
T0700,1043,1043-700,International,LT,2019,UT-529D63,TRAVECTIO00700VIN,7.48,4.01,0.63,0.11,2406.66,0.536,1.517,462864,351,active,2025-09-11
T0701,1094,1094-701,Peterbilt,579,2020,MN-696Y22,TRAVECTIO00701VIN,7.3,3.97,0.56,0.27,2282.03,0.544,1.602,430290,442,active,2025-09-11
T0702,1001,1001-702,International,LT,2023,NC-904J78,TRAVECTIO00702VIN,6.13,4.11,0.8,0.16,1678.86,0.67,1.798,453502,442,active,2025-09-11
T0703,1043,1043-703,Volvo,VNL,2015,OH-770P83,TRAVECTIO00703VIN,5.81,3.76,1.0,0.17,2382.93,0.647,2.055,520936,370,standby,2025-09-11
T0704,1050,1050-704,Volvo,VNL,2011,TN-382M28,TRAVECTIO00704VIN,8.35,3.39,0.55,0.05,2237.85,0.406,1.23,485695,392,standby,2025-09-11
T0705,1064,1064-705,International,LT,2021,AZ-511B60,TRAVECTIO00705VIN,6.57,3.96,0.72,0.21,3439.32,0.603,1.877,372076,406,active,2025-09-11
T0706,1113,1113-706,Mack,Anthem,2014,GA-863P44,TRAVECTIO00706VIN,6.61,3.86,0.89,0.19,2927.56,0.584,1.957,173494,347,active,2025-09-11
T0707,1043,1043-707,Freightliner,Cascadia,2016,NM-912J49,TRAVECTIO00707VIN,8.96,3.92,0.92,0.19,2641.29,0.437,1.811,348981,160,active,2025-09-11
T0708,1043,1043-708,Volvo,VNL,2024,AZ-801D39,TRAVECTIO00708VIN,7.35,3.71,0.6,0.17,2270.46,0.505,1.502,454046,404,active,2025-09-11
T0709,1088,1088-709,Kenworth,T680,2022,IN-892K44,TRAVECTIO00709VIN,5.91,4.42,0.55,0.17,1961.24,0.748,1.664,454125,394,shop,2025-09-11
T0710,1053,1053-710,International,LT,2021,AL-292O37,TRAVECTIO00710VIN,7.89,3.92,0.62,0.22,2152.15,0.497,1.552,472117,342,shop,2025-09-11
T0711,1030,1030-711,Mack,Anthem,2018,NV-628L17,TRAVECTIO00711VIN,5.28,4.51,0.68,0.2,1708.93,0.854,1.905,306413,245,standby,2025-09-11
T0712,1053,1053-712,Peterbilt,579,2012,AR-826Q61,TRAVECTIO00712VIN,5.1,4.25,1.1,0.13,1981.93,0.833,2.261,339425,329,active,2025-09-11
T0713,1013,1013-713,International,LT,2020,FL-277G35,TRAVECTIO00713VIN,6.99,3.84,0.63,0.11,2444.93,0.549,1.533,234214,179,active,2025-09-11
T0714,1022,1022-714,Peterbilt,579,2011,IN-151L35,TRAVECTIO00714VIN,6.39,3.89,0.9,0.24,1947.43,0.609,1.944,409823,218,active,2025-09-11
T0715,1055,1055-715,Kenworth,T680,2024,IN-617M91,TRAVECTIO00715VIN,6.35,3.79,0.67,0.15,1937.15,0.597,1.611,403615,322,active,2025-09-11
T0716,1051,1051-716,Mack,Anthem,2011,LA-481P86,TRAVECTIO00716VIN,6.97,4.13,0.9,0.13,1835.74,0.593,1.807,255863,414,shop,2025-09-11
T0717,1113,1113-717,Peterbilt,579,2024,IL-700R54,TRAVECTIO00717VIN,6.15,4.11,0.92,0.21,1238.53,0.668,1.922,269942,246,active,2025-09-11
T0718,1046,1046-718,Peterbilt,579,2024,NJ-364X98,TRAVECTIO00718VIN,8.14,3.74,0.48,0.16,1866.33,0.459,1.286,422673,444,active,2025-09-11
T0719,1069,1069-719,Kenworth,T680,2011,OH-150F83,TRAVECTIO00719VIN,5.68,3.47,0.87,0.1,2380.39,0.611,1.819,579781,383,active,2025-09-11
T0720,1074,1074-720,Peterbilt,579,2021,LA-793G44,TRAVECTIO00720VIN,7.67,3.98,0.73,0.23,1191.09,0.519,1.598,342750,345,shop,2025-09-11
T0721,1001,1001-721,International,LT,2011,NY-899Y97,TRAVECTIO00721VIN,6.66,2.99,0.64,0.21,2868.54,0.449,1.586,439595,493,active,2025-09-11
T0722,1076,1076-722,Volvo,VNL,2013,OK-277T11,TRAVECTIO00722VIN,7.12,3.92,0.85,0.09,1842.59,0.551,1.675,527506,281,active,2025-09-11
T0723,1023,1023-723,Kenworth,T680,2020,UT-412W92,TRAVECTIO00723VIN,7.8,4.06,0.76,0.09,2457.65,0.521,1.617,346712,440,active,2025-09-11
T0724,1116,1116-724,Volvo,VNL,2017,NY-457O42,TRAVECTIO00724VIN,6.93,4.41,0.63,0.14,2361.31,0.636,1.642,462350,171,active,2025-09-11
T0725,1016,1016-725,Volvo,VNL,2015,CO-633T60,TRAVECTIO00725VIN,8.14,4.15,0.56,0.24,2690.81,0.51,1.579,717779,261,standby,2025-09-11
T0726,1051,1051-726,Freightliner,Cascadia,2011,MO-778L81,TRAVECTIO00726VIN,7.42,4.0,0.81,0.22,1582.23,0.539,1.727,377864,484,standby,2025-09-11
T0727,1009,1009-727,International,LT,2015,AR-800D71,TRAVECTIO00727VIN,5.47,3.48,0.75,0.14,2254.64,0.636,1.751,547151,427,active,2025-09-11
T0728,1119,1119-728,Kenworth,T680,2015,OK-432I43,TRAVECTIO00728VIN,7.49,3.96,0.7,0.28,2441.03,0.529,1.753,352494,569,active,2025-09-11
T0729,1056,1056-729,Peterbilt,579,2013,MO-883H17,TRAVECTIO00729VIN,6.83,3.52,0.77,0.22,2747.23,0.515,1.78,596862,410,standby,2025-09-11
T0730,1069,1069-730,Volvo,VNL,2021,VA-797E13,TRAVECTIO00730VIN,6.33,4.34,0.83,0.07,2200.3,0.686,1.806,503637,322,shop,2025-09-11
T0731,1007,1007-731,Kenworth,T680,2015,MA-528M59,TRAVECTIO00731VIN,8.12,4.22,0.81,0.13,2295.94,0.52,1.69,644790,559,active,2025-09-11
T0732,1088,1088-732,International,LT,2022,MN-935G53,TRAVECTIO00732VIN,7.11,4.56,0.65,0.18,1972.34,0.641,1.668,502192,344,active,2025-09-11
T0733,1028,1028-733,Mack,Anthem,2019,OK-903P95,TRAVECTIO00733VIN,7.23,4.11,0.81,0.22,1800.68,0.568,1.778,470576,483,active,2025-09-11
T0734,1112,1112-734,International,LT,2015,NY-274V81,TRAVECTIO00734VIN,5.83,4.16,0.62,0.15,1731.89,0.714,1.657,336952,330,active,2025-09-11
T0735,1027,1027-735,Kenworth,T680,2012,IL-231X43,TRAVECTIO00735VIN,6.63,4.29,0.56,0.24,2071.54,0.647,1.654,349549,374,standby,2025-09-11
T0736,1025,1025-736,Peterbilt,579,2021,NJ-443U21,TRAVECTIO00736VIN,7.16,4.07,0.81,0.14,2637.67,0.568,1.782,711427,397,active,2025-09-11
T0737,1002,1002-737,Kenworth,T680,2014,CA-992J63,TRAVECTIO00737VIN,6.68,4.34,0.8,0.3,2299.78,0.65,1.98,416985,351,active,2025-09-11
T0738,1054,1054-738,Kenworth,T680,2015,MN-401O25,TRAVECTIO00738VIN,6.89,4.38,0.51,0.15,1597.39,0.636,1.456,253929,341,shop,2025-09-11
T0739,1069,1069-739,Freightliner,Cascadia,2024,OK-697S89,TRAVECTIO00739VIN,7.2,3.69,0.76,0.22,1629.27,0.512,1.655,246603,453,active,2025-09-11
T0740,1007,1007-740,Volvo,VNL,2014,MO-222V58,TRAVECTIO00740VIN,7.45,4.33,1.01,0.16,2687.39,0.581,2.02,463148,342,standby,2025-09-11
T0741,1092,1092-741,Kenworth,T680,2017,GA-991E27,TRAVECTIO00741VIN,6.8,4.54,0.65,0.25,1661.99,0.668,1.734,572404,347,active,2025-09-11
T0742,1053,1053-742,Kenworth,T680,2017,MN-568E50,TRAVECTIO00742VIN,7.48,4.12,0.76,0.23,2800.11,0.551,1.821,767041,433,active,2025-09-11
T0743,1062,1062-743,Freightliner,Cascadia,2018,VA-746F50,TRAVECTIO00743VIN,6.84,4.25,1.04,0.19,2053.89,0.621,2.056,417248,304,active,2025-09-11
T0744,1052,1052-744,Freightliner,Cascadia,2018,MS-314Y31,TRAVECTIO00744VIN,7.68,4.3,0.82,0.1,2001.06,0.56,1.68,472196,420,standby,2025-09-11
T0745,1050,1050-745,Peterbilt,579,2018,UT-881Y21,TRAVECTIO00745VIN,8.17,3.73,0.64,0.11,1688.66,0.457,1.376,610398,519,active,2025-09-11
T0746,1067,1067-746,International,LT,2017,OK-539M64,TRAVECTIO00746VIN,7.06,4.43,0.74,0.16,2253.58,0.627,1.752,412753,240,shop,2025-09-11
T0747,1017,1017-747,Volvo,VNL,2011,GA-646G57,TRAVECTIO00747VIN,7.01,3.99,0.76,0.17,2498.14,0.569,1.749,345456,386,active,2025-09-11
T0748,1024,1024-748,Kenworth,T680,2023,NM-643G12,TRAVECTIO00748VIN,7.39,3.6,0.78,0.14,2234.99,0.487,1.63,379457,400,active,2025-09-11
T0749,1104,1104-749,Mack,Anthem,2022,LA-331W54,TRAVECTIO00749VIN,5.89,4.12,0.88,0.3,1841.86,0.699,2.063,346709,428,active,2025-09-11
T0750,1115,1115-750,Peterbilt,579,2012,OH-615S49,TRAVECTIO00750VIN,6.22,4.36,0.81,0.14,1693.9,0.701,1.82,425161,287,active,2025-09-11
T0751,1048,1048-751,Freightliner,Cascadia,2024,GA-405J68,TRAVECTIO00751VIN,7.46,3.71,0.71,0.17,2420.79,0.497,1.619,467730,311,standby,2025-09-11
T0752,1034,1034-752,International,LT,2019,VA-544V27,TRAVECTIO00752VIN,6.97,4.54,0.89,0.25,1888.76,0.651,1.98,352061,249,active,2025-09-11
T0753,1075,1075-753,Volvo,VNL,2016,NV-292F61,TRAVECTIO00753VIN,7.04,3.81,0.75,0.14,2947.44,0.541,1.726,312340,478,active,2025-09-11
T0754,1050,1050-754,Peterbilt,579,2014,CA-234G12,TRAVECTIO00754VIN,6.34,4.02,0.69,0.18,2582.32,0.634,1.762,448011,441,standby,2025-09-11
T0755,1001,1001-755,International,LT,2013,NC-475W93,TRAVECTIO00755VIN,7.27,3.92,0.71,0.11,2225.46,0.539,1.582,480912,550,active,2025-09-11
T0756,1018,1018-756,Volvo,VNL,2021,MS-889R89,TRAVECTIO00756VIN,6.09,3.73,0.84,0.2,1851.71,0.612,1.837,430975,297,active,2025-09-11
T0757,1086,1086-757,International,LT,2011,CO-210U12,TRAVECTIO00757VIN,6.87,3.45,0.85,0.12,2257.37,0.502,1.698,266097,522,active,2025-09-11
T0758,1076,1076-758,Mack,Anthem,2012,MI-554M25,TRAVECTIO00758VIN,6.31,4.4,0.73,0.2,2138.4,0.697,1.841,343920,391,standby,2025-09-11
T0759,1001,1001-759,Kenworth,T680,2018,AZ-256G98,TRAVECTIO00759VIN,6.49,3.54,0.72,0.17,2334.99,0.545,1.668,304780,523,active,2025-09-11
T0760,1030,1030-760,Kenworth,T680,2017,CO-203V76,TRAVECTIO00760VIN,7.5,4.34,0.54,0.28,2077.82,0.579,1.607,442668,312,active,2025-09-11
T0761,1033,1033-761,International,LT,2020,AZ-240N23,TRAVECTIO00761VIN,7.13,4.41,0.9,0.23,2190.78,0.619,1.968,320834,319,standby,2025-09-11
T0762,1078,1078-762,Mack,Anthem,2020,NC-389D23,TRAVECTIO00762VIN,7.57,3.05,0.58,0.16,2140.22,0.403,1.357,414141,347,shop,2025-09-11
T0763,1001,1001-763,Peterbilt,579,2020,TX-896I76,TRAVECTIO00763VIN,6.36,3.62,0.97,0.12,3116.76,0.569,1.971,639854,344,active,2025-09-11
T0764,1011,1011-764,Kenworth,T680,2022,MI-402F15,TRAVECTIO00764VIN,6.9,3.98,0.87,0.19,1936.1,0.577,1.831,392813,262,standby,2025-09-11
T0765,1094,1094-765,Volvo,VNL,2014,AZ-592K40,TRAVECTIO00765VIN,6.09,3.43,0.61,0.17,2204.89,0.563,1.563,614412,487,active,2025-09-11
T0766,1023,1023-766,Freightliner,Cascadia,2021,AL-213S95,TRAVECTIO00766VIN,6.77,3.97,0.81,0.16,2951.95,0.586,1.851,278877,415,shop,2025-09-11
T0767,1075,1075-767,Peterbilt,579,2012,NV-623C22,TRAVECTIO00767VIN,7.46,3.78,0.71,0.17,2316.48,0.507,1.619,151461,360,active,2025-09-11
T0768,1033,1033-768,Mack,Anthem,2014,IN-403I69,TRAVECTIO00768VIN,7.58,3.78,0.66,0.2,2221.01,0.499,1.581,424017,295,active,2025-09-11
T0769,1011,1011-769,Freightliner,Cascadia,2024,TN-995B47,TRAVECTIO00769VIN,7.87,4.33,0.81,0.21,1958.04,0.55,1.766,527076,227,active,2025-09-11
T0770,1033,1033-770,Mack,Anthem,2016,MI-856D22,TRAVECTIO00770VIN,7.61,3.8,1.07,0.2,2056.87,0.499,1.975,403641,181,active,2025-09-11
T0771,1086,1086-771,Freightliner,Cascadia,2024,SC-779U31,TRAVECTIO00771VIN,7.91,3.53,0.71,0.25,1798.62,0.446,1.586,542788,365,active,2025-09-11
T0772,1104,1104-772,Kenworth,T680,2018,IA-374X21,TRAVECTIO00772VIN,7.05,3.79,0.76,0.23,2255.86,0.538,1.754,566061,424,active,2025-09-11
T0773,1101,1101-773,Kenworth,T680,2013,NC-510M68,TRAVECTIO00773VIN,6.51,4.26,0.62,0.16,2163.21,0.654,1.65,460143,461,active,2025-09-11
T0774,1050,1050-774,Volvo,VNL,2022,NY-589Z63,TRAVECTIO00774VIN,6.65,3.58,0.76,0.19,2222.7,0.538,1.71,560384,471,active,2025-09-11
T0775,1077,1077-775,Freightliner,Cascadia,2013,AZ-843B30,TRAVECTIO00775VIN,6.32,3.78,0.83,0.25,1783.92,0.598,1.856,412190,358,active,2025-09-11
T0776,1027,1027-776,Volvo,VNL,2020,IL-921S96,TRAVECTIO00776VIN,7.97,4.18,0.61,0.21,2374.49,0.524,1.581,338503,277,shop,2025-09-11
T0777,1035,1035-777,Peterbilt,579,2020,OH-897L88,TRAVECTIO00777VIN,6.52,3.79,0.58,0.23,2111.36,0.581,1.602,585322,204,active,2025-09-11
T0778,1112,1112-778,Mack,Anthem,2024,CA-233P72,TRAVECTIO00778VIN,7.58,3.72,0.74,0.18,2542.79,0.491,1.665,427788,489,active,2025-09-11
T0779,1001,1001-779,Volvo,VNL,2018,GA-164I93,TRAVECTIO00779VIN,5.81,4.21,0.84,0.3,2640.53,0.725,2.129,386526,466,active,2025-09-11
T0780,1009,1009-780,Freightliner,Cascadia,2022,NY-794Q83,TRAVECTIO00780VIN,6.72,4.43,0.7,0.25,2196.92,0.659,1.829,391012,252,standby,2025-09-11
T0781,1027,1027-781,Peterbilt,579,2021,NY-446Q76,TRAVECTIO00781VIN,6.39,4.22,0.76,0.25,2756.82,0.66,1.946,287019,340,standby,2025-09-11
T0782,1001,1001-782,Freightliner,Cascadia,2017,CO-844H71,TRAVECTIO00782VIN,6.57,3.96,0.83,0.16,2233.64,0.603,1.816,466683,375,active,2025-09-11
